Name,Description,Source Link,portalSourceName
Facebook Pixel Integration,"Track specific events that occur in ClassKid within Facebook ads manager so that you know which ads are performing best. For example  if you're running an ad for trials, we could show you how many people scheduled via ClassKid and from which specific Facebook ad. Thus making you a much smarter marketer! ;)
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/24-facebook-pixel-integration,classkid
Skills Tracking,"Track the achievement of a specific skill  goal, or milestone for students in ClassKid and update parents along the way. Reward students with lesson tokens, merchandise credits, and more as they reach new milestones and hone new skills.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/50-skills-tracking,classkid
Birthday Report,"This Birthday Report will give you quick and easy access to the information you need  like student names, birthdays, ages, contact information, and mailing addresses. That way you and your staff can keep giving students (and families) a memorable and personalized experience around their birthdays, however that looks for your facility! 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/81-birthday-report,classkid
Email Builder,"Let's call it like it is - the email builder is straight up ugly! This all-new take on messaging gives you the ability to richly format and style text  add attachments and images to emails, and work in an expanded pop up to get your creative juices flowing. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/40-email-builder,classkid
Contracts & Waivers 🪄,"With this enhancement  you'll be able to customize your sign-up flow to include any necessary contracts or waivers that your customers need to sign. Once you've created your contract or waiver, you can easily add it to the sign-up step in the store, so your customers can agree to it in a single click. Currently, terms and conditions are linked to in general settings, but not hosted in ClassKid.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/68-contracts-waivers,classkid
Subscriptions,"Now you can create a miscellaneous subscription for just about anything in ClassKid. So if you want to break down your fees over 3 monthly payments or finance the purchase of a grand piano for a specific family  it's easy to do. Recurring payments related to classes should be created as tuition/package or promo.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/60-subscriptions,classkid
Account Management 🪄,"You can already enroll your students in classes  promos, packages (and more!) from the admin, as well as cancel the student from those classes when needed. Now, Account Management enhancements will empower you with better visibility and customization for each class or group of classes. Imagine this scenario: a student wants to switch classes within a Package. Instead of canceling the entire Package, you can seamlessly transfer them to the new class, ensuring a smooth transition without any unnecessary billing disruptions. Also, when a student decides to cancel a class, you'll have the ability to provide a custom reason for the cancellation. This allows for clear communication across the facility and better record-keeping. All of this and more will be possible with Account Management, and we think you’ll love it. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/74-account-management,classkid
Termly Billing,"Charge tuition termly (on specific dates). Let's say a student enrolls in a 9-month season or 12-week term. With termly billing  you'll be able to create a billing rule that only bills parents on specific dates, in addition to monthly and upfront/in full like we have now. In other words, once complete this will show up as an additional option when creating billing rules.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/35-termly-billing,classkid
Campaigns (replaces Drip),"Create a drip sequence of text messages  emails, and/or delays. You could use this to nurture new leads, remind prospects about a trial booking, follow up after the trial, welcome new students when they enroll and more! We'll also enhance Automations so you can do things like triggering a welcome campaign when a student enrolls or removing their contact from the follow-up automatically, whenever they convert to active. Yipeee! This is a fun one to build and we're confident you'll love it.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/23-campaigns-replaces-drip,classkid
Private Lessons,"Our Private Lessons feature is designed to work just like booking a spa appointment. Admin and staff members can easily set their availability and services  and contacts can browse through the options and choose the one that best suits their schedule. With this feature, contacts can select their preferred instructor, choose their instrument or class, pick a day and time, and complete the booking process - all within a few clicks. The entire process is quick, easy, and hassle-free.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/57-private-lessons,classkid
Packages,"Create a tuition structure that allows the user to choose any X number of classes for $X per month. For example  you could sell a 3-class pack for $150 per month. This new billing options allows you to empower students to ""choose their own adventure"" and pick whichever classes they want.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/10-packages,classkid
Time Tracking,"Track your staff people's hours worked  time off, and substitutes. AND automatically affect how much they're paid accordingly. Example: Martha fills in for Jane's one hour class on a random Tuesday. As a result the system deducts that hour worked from Jane's pay and pays Marth for that hour instead.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/49-time-tracking,classkid
Multi-tasking  🪄,"Maybe you start writing an email and that triggers a thought - ""I forgot to follow up with Penelope's Mom!"" So you need the ability to quickly create a task  without leaving the email builder screen. Or maybe you're creating a payment and you want to leave a note on the account, without leaving the payment pop up. Multi-tasking will allow you to perform multiple quick actions at the same time.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/41-multi-tasking,classkid
Registration Forms,"Customize the default registration form to collect more information about a student or family. You can create any number of forms - for example  maybe you want a specific form for your comp team classes and then another form for your rec classes. You might also create custom reg forms for special, one-off events to collect a participants t-shirt size, snack item, or allergies.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/29-registration-forms,classkid
Notifications,"No more worrying about checking multiple sources for updates or searching through your inbox. ClassKid's new notifications center will capture various kinds of notifications  including messages that fail to send, classes that have ended and are no longer showing in store, and much more. Much like notifications in Facebook, you'll find all the most important updates for your facility in this one centralized location.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/63-notifications,classkid
Cash & Check Payments,"While you've always been able to charge customers and accept payments using their card on file  this enhancement gives you the option to take cash and check payments as well. With this update, you can effortlessly accept one-off cash or check payments for miscellaneous items, collect cash or check payments during enrollment, and apply cash or check payments to upcoming invoices (instead of automatically charging the card on file).
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/79-cash-check-payments,classkid
Seasons,"The Seasons feature gives you full control over customizing your billing duration independently from the class schedule. This means you have the flexibility to extend billing beyond the scheduled lessons or bill for a shorter period that the schedules lessons; conveniently open and close registration in bulk based on seasons  set specific end dates for the registration period (ensuring smooth automatic closure before recital season), and a whole lot more.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/77-seasons,classkid
Express Checkout,"Gone are the days of forgotten passwords and clunky checkout flows. With express checkout (password-less login)  contacts will receive a verification code to their device for seamless one-click login, and they can easily book lessons (for trials, privates, etc) before they pay.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/69-express-checkout,classkid
SMS Builder,"A newer  cleaner, simpler SMS builder is coming to a ClassKid account near you! We've already increased the character limits, however, keep in mind that messages with over 160 characters might be sent as individual messages (this depends on the contacts/receiving device - apple, android, etc). 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/70-sms-builder,classkid
Lesson Plans,"Introducing Lesson Plans - a personalized messaging system designed to help your instructors organize and deliver tailored practice notes  lesson assignments and much more to their contacts and students. With Lesson Plans, our instructors will have the flexibility to send customized messages to their students, keeping them informed about their progress and providing guidance to help them achieve their goals. Contacts and students will be able to access these messages through the parent portal, making it easy for them to stay on track with their practice routine.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/58-lesson-plans,classkid
Pre-registration,"This enhancement allows you to customize how a contact is charged during pre-registration (before the class begins). For example  you can choose to collect the registration fee and payments according to your payment collection default, or just the registration fee. Alternatively, you can choose not to collect the fee and payments upfront, and charge those on the first payment day in your season. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/72-pre-registration,classkid
Bulk Actions,"This feature allows you to perform a bulk action that may not be possible in smart search using the filtered state of a table or page in your account. For example  maybe you want to apply a tag to everyone who's already in a specific class. Instead of applying that tag to each person one by one, you'd simply filter the student's table so you see everyone in that class, then click ""apply bulk action"" and add the tag. This works for all actions in the system - ie new payment, sms, email, tag, etc. Can't wait for this one!
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/55-bulk-actions,classkid
Costume Management,"Need to keep track of which costume is for which kid? Want to sell required costumes/merch when a student enrolls? Then you'll love our costume management feature! With it  you can add pictures, sizes, etc and assign costumes to classes and/or specific kids. You can even integrate this into our show management module to match up costumes with specific recital performances.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/36-costume-management,classkid
Coupons 🪄,"You already have the ability to provide contacts with coupons to use during checkout and/or apply a coupon when you add students to a class in the admin  but this enhancement will allow you to add/remove coupons after enrolling a student. This way you can more quickly recover from a mistake or perform a simple action like applying a 10% military discount, without having to remember to apply the code upfront.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/75-coupons,classkid
Schedules,"Schedules are like collections of classes. You can essentially create a mini online store for specific classes that have something in common. For example  you could create a schedule for all of your Rec classes, Ballet classes, or Comp team classes. Or maybe you want to show all classes available in your 2 for $20 marketing promo. Super powerful! Every schedule has its own URL too - that way it's easy to drill down and fill spots in specific programs and classes.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/27-schedules,classkid
Survey Forms,"Create tailored surveys to gather all the information you need from your contacts and students with Survey Forms. No need to navigate to external sites like Google Forms. With this feature  you can easily collect and organize data - all in ClassKid.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/28-survey-forms,classkid
🪄 Pinned Notes,"Building on our existing Notes feature  we're taking it a step further by introducing ""Note Pinning."" Now, you can conveniently pin a Note to the top of the student or contact activity fee, ensuring crucial information is visible at all times. This empowers you to quickly highlight important details such as allergies, t-shirt or costume sizes, and more, helping you provide personalized care for students and seamless communication with parents/guardians.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/82-pinned-notes,classkid
Mentions,"We're excited to announce the addition of ""mentions"" to our platform  similar to what you would find in other messaging systems! This powerful new feature allows you to mention your teachers and staff members by typing the '@' symbol followed by their name, notifying them of your message and ensuring prompt responses. With all of your communications in one place, you can streamline your workflow and avoid the need to switch between multiple tools throughout your workday. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/64-mentions,classkid
Age Validation (by date) 🪄,"We've already added the ability to override age requirements in the admin  and we've recently shipped a new enhancement that allows students to enroll in a class if they'll be the correct age by the time the first/next lesson begins. Now, we're working on adding the option to validate a student's age by a specific date. This way you can validate age requirements just like your local school(s).
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/42-age-validation-by-date,classkid
Class Transfer,"Easily transfer a student from one class to another and  if applicable, apply a credit from their previous payment to the new class. All of this in only a few clicks! This is not the same as rescheduling an individual trial booking because it completely transfers the student to a new class and gives you the option to affect billing.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/15-class-transfer,classkid
Age Validation 🪄,"Now  students can enroll right away if they meet the age requirements by the time of the first or next future lesson. Additionally, you can now always override age validation in the admin, too. And we're working on validating age by a specific date as we speak.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/62-age-validation,classkid
Direct Messaging,"Similar to team app or Facebook group messages  the direct messaging feature would allow you, your staff, and your families/students to chat one on one or one to many (as a group). You'd also be able to integrate this feature into your website so that prospective customers can chat with you if they have a quick question while looking around. Of course, you'd have complete control over which pieces of this feature you use. For example, you could leverage the website chat feature, but not allow parents to direct message you through their account. You could prevent students from being able to chat with instructors, etc.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/47-direct-messaging,classkid
Split Contact Billing,"Split the student's charges across two contacts automatically on the normal/recurring billing date by creating a rule that tells ClassKid which contact to charge and how much. You'll also be able to link more than one contact to a student for the purpose of communication. So now if Mom and Dad are divorced or if Gma pays for a portion of Penelope's tuition  you can charge the accounts automatically instead of using a workaround. Wahoo!
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/8-split-contact-billing,classkid
Affirm/Klarna Integration,"Offer end users (parents) the option to finance their purchase  but you (as the facility) would still receive your funds in full - made possible through a 3rd party integration with tools like Affirm, Sezzle, Afterpay or Klarna.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/32-affirm-klarna-integration,classkid
Website Builder,"This is a description. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/78-website-builder,classkid
Capacity 🪄,"We're revamping the way our system counts class capacity by addressing the issue of trial students potentially ""holding"" spots from actively enrolled students  creating solutions for when a trial student is booked into the last available spot of a class, and optimizing the whole system for students who are ready to enroll! 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/76-capacity,classkid
Account Ledger,"You can already access contact's invoices and payment globally and in each contact profile  but the account ledger feature gives you (and your contacts!) the ability to see upcoming invoices, account credits, coupons, and so much more. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/83-account-ledger,classkid
Inventory Mangement,"Mange your fully-stocked and functioning retail store directly in ClassKid. Add items for sale  track what sells (and when), and more. Customers will be able to use their card on file or a completely different payment method when checking out. You'll also have a point of sale and backend system for managing the day-to-day ops of your store. Woohoo! We can't wait to launch this feature.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/37-inventory-mangement,classkid
Processing Fees,"Pass the processing fee onto end users (Contacts/parents) by activating the processing fee in general settings. For example  if the processing fee is 3 percent, the system will add three percent to every purchase. This way you don't have to eat all or any of the credit card fees.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/16-processing-fees,classkid
Credits System,"For whatever reason  you owe a contact (parent) some moolah! As a result, you need the ability to add credits to accounts - either to be used as an outstanding credit, in which case the system will use the credit 'til it runs out, or towards/applied to a specific billing cycle or payment in the future. That'll all be possible with this feature - as planned. This also includes the ability to accept cash/check, instead of always charging the contact's card on file.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/31-credits-system,classkid
Weekly Hour Discounts,"Offer a discount based on the student or family's aggregate weekly lesson time. Example: 1 hour is $100 per month  2 hours is $175 per month, etc. This works in any increment of time (15 mins, 20 mins, 45 mins, 1 hour, etc) by family and/or by student. You can limit discounts by program and date range too.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/11-weekly-hour-discounts,classkid
Sales Tax,"As part of improving ClassKid's billing features  you can now activate sales tax globally in your general settings and customize how and when it's charged across the system. For example, you could charge sales tax for physical products like merchandise, water bottles, and candy bars, but not for tuition. After activating sales tax in your general settings, you will see this new option in the admin.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/33-sales-tax,classkid
Show Management,"Recital planning made easy! Easily arrange show order to avoid conflicts such as impossible costume changes and back-to-back routines  generate your recital programs content and execute a flawless show from start to finish. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/65-show-management,classkid
Late Fees,"If an automated/recurring payment fails  add a late fee to the invoice so that parents pay the originally invoiced amount + late fee upon updating their payment method. This feature would auto-calculate the late fee and apply it to the invoice on your behalf.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/46-late-fees,classkid
Forms (replaces ClickFunnels),"Instead of using yet another tool like LeadPages or Click Funnels for your landing pages/marketing funnels  you'll have the ability to create funnels in ClassKid. You'll also be able to create simply opt-in/contact forms for your website. This way all of your leads flow into ClassKid, instead of getting lost as ""notifications"" in your email inbox. Plus! Soon you'll be able to connect forms to pipelines (ex: add leads to ""Contact form"" step). This way you don't forget to follow up!
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/19-forms-replaces-clickfunnels,classkid
Pipelines (replaces Keap),"Tired of leads slipping through the cracks? Pipelines give you crystal-clear visibility into what's going on with every prospect in your customer journey like what your leads are thinking  whether or not you followed up, and who enrolled but who didn't (and more!). You can also automate what happens if/when a person makes it to a specific stage. For example, stop the follow-up campaign if a student/prospect is moved to the Enrolled stage.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/17-pipelines-replaces-keap,classkid
Gusto Payroll Integration,"Trusted by more than 200 000 businesses and their teams, Gusto helps you manage full-service payroll, employee benefits, time tracking and staff attendance, talent management and more. With this integration, you'll be able to automatically update an hourly staff person's paycheck if/when you schedule a substitute in ClassKid. It'll also run your payroll automatically using the time that's tracked in ClassKid to make sure your books stay nice and clean, and everyone gets paid on time, on auto pilot.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/48-gusto-payroll-integration,classkid
Family Discounts,"Reward your loyal students with even more discounts! Instead of just offering a discount for adding more classes  consider a multi-class or weekly hours discount for entire families. This means that all students in the same family will contribute to the discount, giving them even more incentive to continue learning with you. Don't miss out on this opportunity to show your appreciation and encourage growth among your students.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/61-family-discounts,classkid
Facebook Messenger Integration,"Manage the Facebook messages from your facility's business page in ClassKid. This way you can easily manage communication with customers and prospects in the same place - ClassKid!
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/30-facebook-messenger-integration,classkid
Google Analytics Integration,"Wouldn't you love to know where new customers are coming from  how they found out about you, and what they did before they bought? This integration will help you do just that! Learn more at analytics.google.com. In the end, you can make better marketing decisions because you have more visibility around what's going on with your prospects and customers when they're online.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/25-google-analytics-integration,classkid
Admin Cart,"As an admin  you've always been able to enroll students in their classes individually, but this feature gives you the ability to effortlessly enroll them in bulk. Gone are the days of enrolling students one-by-one for each class. Now, simply add multiple classes to a cart and complete the student's enrollment process in a single checkout - just like your customers do in the store. 
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/80-admin-cart,classkid
Booking Management (replaces Acuity),"Reschedule trial bookings and offer make-ups for actively enrolled students who miss a class. For example  if a student is actively enrolled in 36 lessons for the same class from September to May, you might want to offer the option for him to make up one of those lessons he missed. You might also need to simply reschedule a single booking, as with trials, from time to time too. This feature module gives you the ability to do it all quickly and easily.
",https://portal.productboard.com/classkid/1-classkid-roadmap/c/18-booking-management-replaces-acuity,classkid
