Name,Description,Source Link,portalSourceName
Add a thumbnail to entries as an entryThumbnail,"As a content type administrator I want to assign an image field to be used as an entry Thumbnail that cant be used on the front end site to produce listings.As a editor I want to see the entry Thumbnail used in the entry editor to give a richer visual appearance and to easily identify selected entries and components.e.g. In a person content type  the profile photo could be displayed in an author field of a book entry and you'd easily identify the authors of a book.In a landing page of products you could visually see a list of selected products, e.g. promoted plants and pots in the Leif project.
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/101-add-a-thumbnail-to-entries-as-an-entrythumbnail,zengenti
Create and manage SSL certificates,"Create and manage SSL certificates through the Contensis interface with supported roles and permissions to restrict access.
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/120-create-and-manage-ssl-certificates,zengenti
Apply multiple transforms to an image,"Ability to add an image field to a content type  that has multiple transformations assign to it. When an author uploads an image, then the various crops for the image are displayed, allowing an author to adjust the various uses. This feature would also enable a developer to reference a single image field once and handle the various ransformations cleaning up their code base.
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/79-apply-multiple-transforms-to-an-image,zengenti
Set an expiry date for an entry to unpublish,"As an author I want to set an expiry date for an entry so that the entry is unpublished at a set date and time and is no longer displayed on my site or application.Individually / bulkAgainst a content type
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/17-set-an-expiry-date-for-an-entry-to-unpublish,zengenti
Favoriting content types when creating entries,"As an author you may regularly create content of a particular type  by adding these types as favourites you can speed up the content creation workflow.Only work with courses and events? then favourite them, next time you create an entry you'll see them at the top of the list of content types.
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/100-favoriting-content-types-when-creating-entries,zengenti
Searching for assets and image,"Enhance the search of images and assets when inserting them into entries.Filter by aspect ratioFilter by dimensionsSearch by tagLocate in a structure
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/47-searching-for-assets-and-image,zengenti
Send an entry to specific approvers for approval,"As a content author I want to send my content for approval to a specific user or list of users assigned to the approver role so that approvers are not bombarded with approval requests.
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/48-send-an-entry-to-specific-approvers-for-approval,zengenti
Custom workflow builder,"Create custom workflows in the Contensis interface that different content types can be passed through.Allow courses to go through a multi stage workflow of validation e.g. Initial content review > Lecturer review > Admission team reviewAllow a blog post to go through: Editorial review > Technical review > Marketing Review > SEO Review
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/71-custom-workflow-builder,zengenti
Save a personal / global view,"Ability to save a search and column layout in the entry listing screen for personal or organisational use.
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/80-save-a-personal-global-view,zengenti
Set a review dates on entries,"As an author I want to set a review date on an entry so that the entry is flagged for content review within a specified date / time range.Individual entryAgainst a content type
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/76-set-a-review-dates-on-entries,zengenti
Entry must be published,"Its currently possible to link an entry that does not have a published version. This results in 'null' for the entry field through the Delivery API. Validation: Ensure there is a published version when initially publishing an entry that has entry links.Filter: filter entries when adding a linked entry to those which have published version
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/35-entry-must-be-published,zengenti
Overview 👈,"The following features are being considered as part of Contensis. They are currently undergoing analysis / discussion. Some of these features will be well defined and are awaiting to be planned into a release. Any feedback or votes are helpful to understand the needs more clearly. 
",https://portal.productboard.com/zengenti/2-contensis-open-roadmap/c/84-overview,zengenti
